OTitle,Title,Body,Link,Date,Type,Combined_Text,PText,PTitle
Rishi Sunak ‘won’t allow foreign court to block’ Rwanda plan,rishi sunak wont allow foreign court block rwanda plan,centrist tories urge pm abandon uks human rights commitments sunak said patience worn thin delaysuk politics live latest updatesrishi sunak promised allow foreign courts stop britain sending asylum seekers rwanda even group centrist conservative mps urges abandon britains international human rights commitmentsthe prime minister said friday patience worn thin delays rwanda plan ruled ille,https://www.theguardian.com/uk-news/2023/dec/01/rishi-sunak-wont-allow-foreign-court-to-block-rwanda-plan,"Fri, 01 Dec 2023 10:07:34 GMT",news,rishi sunak wont allow foreign court block rwanda plan centrist tories urge pm abandon uks human rights commitments sunak said patience worn thin delaysuk politics live latest updatesrishi sunak promised allow foreign courts stop britain sending asylum seekers rwanda even group centrist conservative mps urges abandon britains international human rights commitmentsthe prime minister said friday patience worn thin delays rwanda plan ruled ille,"['rishi', 'sunak', 'wont', 'allow', 'foreign', 'court', 'block', 'rwanda', 'plan', 'centrist', 'tories', 'urge', 'pm', 'abandon', 'uks', 'human', 'rights', 'commitments', 'sunak', 'said', 'patience', 'worn', 'thin', 'delaysuk', 'politics', 'live', 'latest', 'updatesrishi', 'sunak', 'promised', 'allow', 'foreign', 'courts', 'stop', 'britain', 'sending', 'asylum', 'seekers', 'rwanda', 'even', 'group', 'centrist', 'conservative', 'mps', 'urges', 'abandon', 'britains', 'international', 'human', 'rights', 'commitmentsthe', 'prime', 'minister', 'said', 'friday', 'patience', 'worn', 'thin', 'delays', 'rwanda', 'plan', 'ruled', 'ille']","['rishi', 'sunak', 'wont', 'allow', 'foreign', 'court', 'block', 'rwanda', 'plan']"
Spanish police investigate deaths of four migrants forced off speedboat,spanish police investigate deaths four migrants forced speedboat,,https://www.theguardian.com/world/2023/dec/01/spanish-police-investigate-deaths-of-four-migrants-forced-off-speedboat,"Fri, 01 Dec 2023 05:00:07 GMT",news,spanish police investigate deaths four migrants forced speedboat ,"['spanish', 'police', 'investigate', 'deaths', 'four', 'migrants', 'forced', 'speedboat']","['spanish', 'police', 'investigate', 'deaths', 'four', 'migrants', 'forced', 'speedboat']"
Honduras: arrest warrant issued over murder of activist Berta Cáceres,honduras arrest warrant issued murder activist berta cáceres,,https://www.theguardian.com/world/2023/dec/02/honduras-arrest-warrant-issued-over-of-activist-berta-caceres,"Sat, 02 Dec 2023 14:35:43 GMT",news,honduras arrest warrant issued murder activist berta cáceres ,"['honduras', 'arrest', 'warrant', 'issued', 'murder', 'activist', 'berta', 'cáceres']","['honduras', 'arrest', 'warrant', 'issued', 'murder', 'activist', 'berta', 'cáceres']"
Lula’s bid to style himself climate leader at Cop28 undermined by Opec move,lulas bid style climate leader cop28 undermined opec move,,https://www.theguardian.com/environment/2023/dec/02/lula-climate-leader-cop28-brazil-undermined-by-opec-move,"Sat, 02 Dec 2023 12:00:45 GMT",news,lulas bid style climate leader cop28 undermined opec move ,"['lulas', 'bid', 'style', 'climate', 'leader', 'cop28', 'undermined', 'opec', 'move']","['lulas', 'bid', 'style', 'climate', 'leader', 'cop28', 'undermined', 'opec', 'move']"
Nicaragua’s Miss Universe emerges as symbol of defiance against Ortega regime,nicaraguas miss universe emerges symbol defiance ortega regime,nervous government cracked celebrations sheynnis palacios country repression absolutewhen sheynnis palacios recently voted miss universe came bolt good nicaragua joyous crowds took streets managua first time since mass protests 2018 put lethal forcethe nicaraguan regime paranoid hint dissidence initially congratulated palacios since cracked celebrations least palacios took part 2018 demonstrations opponents regime taken hrefhttpswwweluniversalcommxmundolan,https://www.theguardian.com/world/2023/dec/02/nicaragua-miss-universe-sheynnis-palacios-ortega,"Sat, 02 Dec 2023 12:00:45 GMT",news,nicaraguas miss universe emerges symbol defiance ortega regime nervous government cracked celebrations sheynnis palacios country repression absolutewhen sheynnis palacios recently voted miss universe came bolt good nicaragua joyous crowds took streets managua first time since mass protests 2018 put lethal forcethe nicaraguan regime paranoid hint dissidence initially congratulated palacios since cracked celebrations least palacios took part 2018 demonstrations opponents regime taken hrefhttpswwweluniversalcommxmundolan,"['nicaraguas', 'miss', 'universe', 'emerges', 'symbol', 'defiance', 'ortega', 'regime', 'nervous', 'government', 'cracked', 'celebrations', 'sheynnis', 'palacios', 'country', 'repression', 'absolutewhen', 'sheynnis', 'palacios', 'recently', 'voted', 'miss', 'universe', 'came', 'bolt', 'good', 'nicaragua', 'joyous', 'crowds', 'took', 'streets', 'managua', 'first', 'time', 'since', 'mass', 'protests', '2018', 'put', 'lethal', 'forcethe', 'nicaraguan', 'regime', 'paranoid', 'hint', 'dissidence', 'initially', 'congratulated', 'palacios', 'since', 'cracked', 'celebrations', 'least', 'palacios', 'took', 'part', '2018', 'demonstrations', 'opponents', 'regime', 'taken', 'hrefhttpswwweluniversalcommxmundolan']","['nicaraguas', 'miss', 'universe', 'emerges', 'symbol', 'defiance', 'ortega', 'regime']"
Colombia joins international alliance calling for treaty to end use of fossil fuels,colombia joins international alliance calling treaty end use fossil fuels,colombian president gustavo petro wants treaty lay plan end era coal oil gascop28 live latest updatescolombia formally joined alliance nations calling fossil fuel nonproliferation treaty prevent omnicide planet earth countrys president announced cop28at climate summit dubai gustavo petro said country would join group nations calling body manage global transition away primary driver global heating akin previous treaties reduce nuclear weapon arsenals landminesa hrefhttpswwwtheguardiancomguardianliveevents2023nov21c,https://www.theguardian.com/environment/2023/dec/02/colombia-joins-international-alliance-calling-for-treaty-to-end-use-of-fossil-fuels,"Sat, 02 Dec 2023 11:33:33 GMT",news,colombia joins international alliance calling treaty end use fossil fuels colombian president gustavo petro wants treaty lay plan end era coal oil gascop28 live latest updatescolombia formally joined alliance nations calling fossil fuel nonproliferation treaty prevent omnicide planet earth countrys president announced cop28at climate summit dubai gustavo petro said country would join group nations calling body manage global transition away primary driver global heating akin previous treaties reduce nuclear weapon arsenals landminesa hrefhttpswwwtheguardiancomguardianliveevents2023nov21c,"['colombia', 'joins', 'international', 'alliance', 'calling', 'treaty', 'end', 'use', 'fossil', 'fuels', 'colombian', 'president', 'gustavo', 'petro', 'wants', 'treaty', 'lay', 'plan', 'end', 'era', 'coal', 'oil', 'gascop28', 'live', 'latest', 'updatescolombia', 'formally', 'joined', 'alliance', 'nations', 'calling', 'fossil', 'fuel', 'nonproliferation', 'treaty', 'prevent', 'omnicide', 'planet', 'earth', 'countrys', 'president', 'announced', 'cop28at', 'climate', 'summit', 'dubai', 'gustavo', 'petro', 'said', 'country', 'would', 'join', 'group', 'nations', 'calling', 'body', 'manage', 'global', 'transition', 'away', 'primary', 'driver', 'global', 'heating', 'akin', 'previous', 'treaties', 'reduce', 'nuclear', 'weapon', 'arsenals', 'landminesa', 'hrefhttpswwwtheguardiancomguardianliveevents2023nov21c']","['colombia', 'joins', 'international', 'alliance', 'calling', 'treaty', 'end', 'use', 'fossil', 'fuels']"
‘Despotic’ Maduro accused of risking Venezuela-Guyana conflict over oil-rich region,despotic maduro accused risking venezuelaguyana conflict oilrich region,,https://www.theguardian.com/world/2023/dec/01/venezuela-oil-guyana-essequibo-vote-nicolas-maduro,"Fri, 01 Dec 2023 12:00:15 GMT",news,despotic maduro accused risking venezuelaguyana conflict oilrich region ,"['despotic', 'maduro', 'accused', 'risking', 'venezuelaguyana', 'conflict', 'oilrich', 'region']","['despotic', 'maduro', 'accused', 'risking', 'venezuelaguyana', 'conflict', 'oilrich', 'region']"
Latin America remembers Kissinger’s ‘profound moral wretchedness’,latin america remembers kissingers profound moral wretchedness,,https://www.theguardian.com/us-news/2023/nov/30/henry-kissinger-chile-argentina-south-america,"Thu, 30 Nov 2023 20:16:09 GMT",news,latin america remembers kissingers profound moral wretchedness ,"['latin', 'america', 'remembers', 'kissingers', 'profound', 'moral', 'wretchedness']","['latin', 'america', 'remembers', 'kissingers', 'profound', 'moral', 'wretchedness']"
"Philippines struck by magnitude 7.5 earthquake, triggering tsunami warnings",philippines struck magnitude 75 earthquake triggering tsunami warnings,,https://www.theguardian.com/world/2023/dec/02/philippines-hit-by-earthquake-tsunami-say-experts,"Sat, 02 Dec 2023 21:19:36 GMT",news,philippines struck magnitude 75 earthquake triggering tsunami warnings ,"['philippines', 'struck', 'magnitude', '75', 'earthquake', 'triggering', 'tsunami', 'warnings']","['philippines', 'struck', 'magnitude', '75', 'earthquake', 'triggering', 'tsunami', 'warnings']"
"South Korea launches first military spy satellite, intensifying space race with Pyongyang",south korea launches first military spy satellite intensifying space race pyongyang,,https://www.theguardian.com/world/2023/dec/02/south-korea-launches-first-military-spy-satellite-intensifying-space-race-with-pyongyang,"Sat, 02 Dec 2023 03:37:06 GMT",news,south korea launches first military spy satellite intensifying space race pyongyang ,"['south', 'korea', 'launches', 'first', 'military', 'spy', 'satellite', 'intensifying', 'space', 'race', 'pyongyang']","['south', 'korea', 'launches', 'first', 'military', 'spy', 'satellite', 'intensifying', 'space', 'race', 'pyongyang']"
World’s biggest experimental nuclear fusion reactor launched in Japan,worlds biggest experimental nuclear fusion reactor launched japan,,https://www.theguardian.com/world/2023/dec/01/worlds-biggest-experimental-nuclear-fusion-reactor-launched-in-japan,"Fri, 01 Dec 2023 13:35:31 GMT",news,worlds biggest experimental nuclear fusion reactor launched japan ,"['worlds', 'biggest', 'experimental', 'nuclear', 'fusion', 'reactor', 'launched', 'japan']","['worlds', 'biggest', 'experimental', 'nuclear', 'fusion', 'reactor', 'launched', 'japan']"
Exit from Edinburgh zoo may signal end to era of China’s panda diplomacy,exit edinburgh zoo may signal end era chinas panda diplomacy,,https://www.theguardian.com/world/2023/dec/01/panda-diplomacy-exit-from-edinburgh-zoo-may-signal-end-of-era,"Fri, 01 Dec 2023 11:16:49 GMT",news,exit edinburgh zoo may signal end era chinas panda diplomacy ,"['exit', 'edinburgh', 'zoo', 'may', 'signal', 'end', 'era', 'chinas', 'panda', 'diplomacy']","['exit', 'edinburgh', 'zoo', 'may', 'signal', 'end', 'era', 'chinas', 'panda', 'diplomacy']"
Fears raised after Hong Kong journalist fails to return from China trip,fears raised hong kong journalist fails return china trip,,https://www.theguardian.com/world/2023/dec/01/minnie-chan-south-china-morning-post-journalist-missing-xiangshan-forum,"Fri, 01 Dec 2023 10:38:43 GMT",news,fears raised hong kong journalist fails return china trip ,"['fears', 'raised', 'hong', 'kong', 'journalist', 'fails', 'return', 'china', 'trip']","['fears', 'raised', 'hong', 'kong', 'journalist', 'fails', 'return', 'china', 'trip']"
Pharrell Williams takes Louis Vuitton to Hong Kong for his second men’s show,pharrell williams takes louis vuitton hong kong second mens show,creative director targets east asias luxury market preppy streetwear given tropical twistfor first show mens creative director louis vuitton june pharrell williams closed pont neuf paris counted megacelebrities including beyoncé jayz rihanna aap rocky guestshis second effort took place hong kong focused local stars front row actors zhu yilong chow yunfat joined three members cantopop band mirror rapper tyson yoshi also take celestial stars light show end rendering louis vuitton monogram twinkling lights,https://www.theguardian.com/fashion/2023/nov/30/pharrell-williams-louis-vuitton-hong-kong-second-mens-show,"Thu, 30 Nov 2023 15:01:18 GMT",news,pharrell williams takes louis vuitton hong kong second mens show creative director targets east asias luxury market preppy streetwear given tropical twistfor first show mens creative director louis vuitton june pharrell williams closed pont neuf paris counted megacelebrities including beyoncé jayz rihanna aap rocky guestshis second effort took place hong kong focused local stars front row actors zhu yilong chow yunfat joined three members cantopop band mirror rapper tyson yoshi also take celestial stars light show end rendering louis vuitton monogram twinkling lights,"['pharrell', 'williams', 'takes', 'louis', 'vuitton', 'hong', 'kong', 'second', 'mens', 'show', 'creative', 'director', 'targets', 'east', 'asias', 'luxury', 'market', 'preppy', 'streetwear', 'given', 'tropical', 'twistfor', 'first', 'show', 'mens', 'creative', 'director', 'louis', 'vuitton', 'june', 'pharrell', 'williams', 'closed', 'pont', 'neuf', 'paris', 'counted', 'megacelebrities', 'including', 'beyoncé', 'jayz', 'rihanna', 'aap', 'rocky', 'guestshis', 'second', 'effort', 'took', 'place', 'hong', 'kong', 'focused', 'local', 'stars', 'front', 'row', 'actors', 'zhu', 'yilong', 'chow', 'yunfat', 'joined', 'three', 'members', 'cantopop', 'band', 'mirror', 'rapper', 'tyson', 'yoshi', 'also', 'take', 'celestial', 'stars', 'light', 'show', 'end', 'rendering', 'louis', 'vuitton', 'monogram', 'twinkling', 'lights']","['pharrell', 'williams', 'takes', 'louis', 'vuitton', 'hong', 'kong', 'second', 'mens', 'show']"
News live: Australia signs renewables pledge at Cop28; Brisbane mayor quits 2032 Olympics role,live australia signs reables pledge cop28 brisbane mayor quits 2032 olympics role,adrian schrinner palaszczuk government completely lost way road event quits brisbane 2032 games delivery forum follow days liveget morning afternoon emails free app daily podcastrain eases flood risk remains communitieseastern states continue face major threats floods thunderstorms almost weeklong deluge finally tipped easepolitics rough tumble game people got accountable vot,https://www.theguardian.com/australia-news/live/2023/dec/03/cop28-dubai-aflw-grand-final-pro-palestine-rallies-weather-update,"Sat, 02 Dec 2023 22:17:25 GMT",news,live australia signs reables pledge cop28 brisbane mayor quits 2032 olympics role adrian schrinner palaszczuk government completely lost way road event quits brisbane 2032 games delivery forum follow days liveget morning afternoon emails free app daily podcastrain eases flood risk remains communitieseastern states continue face major threats floods thunderstorms almost weeklong deluge finally tipped easepolitics rough tumble game people got accountable vot,"['live', 'australia', 'signs', 'reables', 'pledge', 'cop28', 'brisbane', 'mayor', 'quits', '2032', 'olympics', 'role', 'adrian', 'schrinner', 'palaszczuk', 'government', 'completely', 'lost', 'way', 'road', 'event', 'quits', 'brisbane', '2032', 'games', 'delivery', 'forum', 'follow', 'days', 'liveget', 'morning', 'afternoon', 'emails', 'free', 'app', 'daily', 'podcastrain', 'eases', 'flood', 'risk', 'remains', 'communitieseastern', 'states', 'continue', 'face', 'major', 'threats', 'floods', 'thunderstorms', 'almost', 'weeklong', 'deluge', 'finally', 'tipped', 'easepolitics', 'rough', 'tumble', 'game', 'people', 'got', 'accountable', 'vot']","['live', 'australia', 'signs', 'reables', 'pledge', 'cop28', 'brisbane', 'mayor', 'quits', '2032', 'olympics', 'role']"
"Vacant property taxes, levies and caps on the table as NSW Labor reviews Airbnbs and short-term rentals",vacant property taxes levies caps table nsw labor reviews airbnbs shortterm rentals,exclusive minns government place every aspect housing microscope confronts rental crisisget morning afternoon emails free app daily podcastvacant property taxes levies annual caps considered south wales government reviews regulation shortterm rentals including ai,https://www.theguardian.com/australia-news/2023/dec/03/vacant-property-taxes-levies-and-caps-on-the-table-as-nsw-labor-reviews-airbnbs-and-short-term-rentals,"Sat, 02 Dec 2023 19:00:53 GMT",news,vacant property taxes levies caps table nsw labor reviews airbnbs shortterm rentals exclusive minns government place every aspect housing microscope confronts rental crisisget morning afternoon emails free app daily podcastvacant property taxes levies annual caps considered south wales government reviews regulation shortterm rentals including ai,"['vacant', 'property', 'taxes', 'levies', 'caps', 'table', 'nsw', 'labor', 'reviews', 'airbnbs', 'shortterm', 'rentals', 'exclusive', 'minns', 'government', 'place', 'every', 'aspect', 'housing', 'microscope', 'confronts', 'rental', 'crisisget', 'morning', 'afternoon', 'emails', 'free', 'app', 'daily', 'podcastvacant', 'property', 'taxes', 'levies', 'annual', 'caps', 'considered', 'south', 'wales', 'government', 'reviews', 'regulation', 'shortterm', 'rentals', 'including', 'ai']","['vacant', 'property', 'taxes', 'levies', 'caps', 'table', 'nsw', 'labor', 'reviews', 'airbnbs', 'shortterm', 'rentals']"
Coles and Woolworths to face Senate scrutiny amid claims of profiteering,coles woolworths face senate scrutiny amid claims profiteering,greens win support inquiry effect market concentration food prices pattern major chains pricing strategiesget morning afternoon emails free app daily podcastaustralias big supermarkets face fresh scrutiny senate inquiry investigate market power pricing decisions amid concerns profiteered inflationary period marked fastrising food co,https://www.theguardian.com/australia-news/2023/dec/03/coles-and-woolworths-to-face-senate-scrutiny-amid-claims-of-profiteering,"Sat, 02 Dec 2023 14:00:47 GMT",news,coles woolworths face senate scrutiny amid claims profiteering greens win support inquiry effect market concentration food prices pattern major chains pricing strategiesget morning afternoon emails free app daily podcastaustralias big supermarkets face fresh scrutiny senate inquiry investigate market power pricing decisions amid concerns profiteered inflationary period marked fastrising food co,"['coles', 'woolworths', 'face', 'senate', 'scrutiny', 'amid', 'claims', 'profiteering', 'greens', 'win', 'support', 'inquiry', 'effect', 'market', 'concentration', 'food', 'prices', 'pattern', 'major', 'chains', 'pricing', 'strategiesget', 'morning', 'afternoon', 'emails', 'free', 'app', 'daily', 'podcastaustralias', 'big', 'supermarkets', 'face', 'fresh', 'scrutiny', 'senate', 'inquiry', 'investigate', 'market', 'power', 'pricing', 'decisions', 'amid', 'concerns', 'profiteered', 'inflationary', 'period', 'marked', 'fastrising', 'food', 'co']","['coles', 'woolworths', 'face', 'senate', 'scrutiny', 'amid', 'claims', 'profiteering']"
Australia says AI will be used to help track Chinese submarines under new Aukus plan,australia ai used help track chinese submarines aukus plan,defence minister richard marles counterparts uk us technologies deployed militariesget morning afternoon emails free app daily podcastartificial intelligence drones deep space radar among technologies used australia aukus allies counter chinas aggression pacificaustralias defence minister richard marles met counterparts united states united kingdom lloyd j austin grant shapps california saturday announce,https://www.theguardian.com/world/2023/dec/02/australia-says-ai-will-be-used-to-help-track-chinese-submarines-under-new-aukus-plan,"Sat, 02 Dec 2023 07:00:59 GMT",news,australia ai used help track chinese submarines aukus plan defence minister richard marles counterparts uk us technologies deployed militariesget morning afternoon emails free app daily podcastartificial intelligence drones deep space radar among technologies used australia aukus allies counter chinas aggression pacificaustralias defence minister richard marles met counterparts united states united kingdom lloyd j austin grant shapps california saturday announce,"['australia', 'ai', 'used', 'help', 'track', 'chinese', 'submarines', 'aukus', 'plan', 'defence', 'minister', 'richard', 'marles', 'counterparts', 'uk', 'us', 'technologies', 'deployed', 'militariesget', 'morning', 'afternoon', 'emails', 'free', 'app', 'daily', 'podcastartificial', 'intelligence', 'drones', 'deep', 'space', 'radar', 'among', 'technologies', 'used', 'australia', 'aukus', 'allies', 'counter', 'chinas', 'aggression', 'pacificaustralias', 'defence', 'minister', 'richard', 'marles', 'met', 'counterparts', 'united', 'states', 'united', 'kingdom', 'lloyd', 'j', 'austin', 'grant', 'shapps', 'california', 'saturday', 'announce']","['australia', 'ai', 'used', 'help', 'track', 'chinese', 'submarines', 'aukus', 'plan']"
Young green sea turtles tracked travelling deep into Sydney harbour and living near humans,young green sea turtles tracked travelling deep sydney harbour living near humans,taronga wildlife hospital tracked three turtles rescued one swimming far longuevilleget morning afternoon emails free app daily podcastendangered green sea turtles spend much young lives close proximity people including travelling deep within sydney harbour research suggestssatellite tracking shows turtles frequenting busy waterways including harbour parramatta river around wollongong harbour brisbane waters near gosford hawkesbury river far cottage point,https://www.theguardian.com/australia-news/2023/dec/02/young-green-sea-turtles-tracked-travelling-deep-into-sydney-harbour-and-living-near-humans,"Sat, 02 Dec 2023 02:53:36 GMT",news,young green sea turtles tracked travelling deep sydney harbour living near humans taronga wildlife hospital tracked three turtles rescued one swimming far longuevilleget morning afternoon emails free app daily podcastendangered green sea turtles spend much young lives close proximity people including travelling deep within sydney harbour research suggestssatellite tracking shows turtles frequenting busy waterways including harbour parramatta river around wollongong harbour brisbane waters near gosford hawkesbury river far cottage point,"['young', 'green', 'sea', 'turtles', 'tracked', 'travelling', 'deep', 'sydney', 'harbour', 'living', 'near', 'humans', 'taronga', 'wildlife', 'hospital', 'tracked', 'three', 'turtles', 'rescued', 'one', 'swimming', 'far', 'longuevilleget', 'morning', 'afternoon', 'emails', 'free', 'app', 'daily', 'podcastendangered', 'green', 'sea', 'turtles', 'spend', 'much', 'young', 'lives', 'close', 'proximity', 'people', 'including', 'travelling', 'deep', 'within', 'sydney', 'harbour', 'research', 'suggestssatellite', 'tracking', 'shows', 'turtles', 'frequenting', 'busy', 'waterways', 'including', 'harbour', 'parramatta', 'river', 'around', 'wollongong', 'harbour', 'brisbane', 'waters', 'near', 'gosford', 'hawkesbury', 'river', 'far', 'cottage', 'point']","['young', 'green', 'sea', 'turtles', 'tracked', 'travelling', 'deep', 'sydney', 'harbour', 'living', 'near', 'humans']"
‘A tsunami of traffic chaos’: the new Sydney motorway prompting calls for a royal commission,tsunami traffic chaos sydney motorway prompting calls royal commission,top expert bungled opening rozelle interchange bad enough warrant formal inquiry 20bn westconnex projectsydneysiders promised nirvana would delivered 20bn westconnex motorway rightly bemused bitter seem ended placethe bungled opening final stage westconnex rozelle interchange bad enough veteran transport experts michelle zeibots university tech,https://www.theguardian.com/australia-news/2023/dec/02/a-tsunami-of-traffic-chaos-the-new-sydney-motorway-prompting-calls-for-a-royal-commission,"Fri, 01 Dec 2023 23:00:28 GMT",news,tsunami traffic chaos sydney motorway prompting calls royal commission top expert bungled opening rozelle interchange bad enough warrant formal inquiry 20bn westconnex projectsydneysiders promised nirvana would delivered 20bn westconnex motorway rightly bemused bitter seem ended placethe bungled opening final stage westconnex rozelle interchange bad enough veteran transport experts michelle zeibots university tech,"['tsunami', 'traffic', 'chaos', 'sydney', 'motorway', 'prompting', 'calls', 'royal', 'commission', 'top', 'expert', 'bungled', 'opening', 'rozelle', 'interchange', 'bad', 'enough', 'warrant', 'formal', 'inquiry', '20bn', 'westconnex', 'projectsydneysiders', 'promised', 'nirvana', 'would', 'delivered', '20bn', 'westconnex', 'motorway', 'rightly', 'bemused', 'bitter', 'seem', 'ended', 'placethe', 'bungled', 'opening', 'final', 'stage', 'westconnex', 'rozelle', 'interchange', 'bad', 'enough', 'veteran', 'transport', 'experts', 'michelle', 'zeibots', 'university', 'tech']","['tsunami', 'traffic', 'chaos', 'sydney', 'motorway', 'prompting', 'calls', 'royal', 'commission']"
One person killed and another injured in central Paris attack,one person killed another injured central paris attack,,https://www.theguardian.com/world/2023/dec/02/one-person-killed-and-another-injured-in-central-paris-attack,"Sat, 02 Dec 2023 22:26:17 GMT",news,one person killed another injured central paris attack ,"['one', 'person', 'killed', 'another', 'injured', 'central', 'paris', 'attack']","['one', 'person', 'killed', 'another', 'injured', 'central', 'paris', 'attack']"
Leaning tower in Bologna to be saved as city announces €4m repair project,leaning tower bologna saved city announces 4m repair project,,https://www.theguardian.com/world/2023/dec/02/leaning-tower-in-bologna-to-be-saved-as-city-announces-4m-repair-project,"Sat, 02 Dec 2023 15:18:56 GMT",news,leaning tower bologna saved city announces 4m repair project ,"['leaning', 'tower', 'bologna', 'saved', 'city', 'announces', '4m', 'repair', 'project']","['leaning', 'tower', 'bologna', 'saved', 'city', 'announces', '4m', 'repair', 'project']"
Heavy snow brings chaos to southern Germany as Munich suspends flights,heavy snow brings chaos southern germany munich suspends flights,,https://www.theguardian.com/world/2023/dec/02/snow-chaos-southern-germany-munich-airport-suspends-flights,"Sat, 02 Dec 2023 14:01:36 GMT",news,heavy snow brings chaos southern germany munich suspends flights ,"['heavy', 'snow', 'brings', 'chaos', 'southern', 'germany', 'munich', 'suspends', 'flights']","['heavy', 'snow', 'brings', 'chaos', 'southern', 'germany', 'munich', 'suspends', 'flights']"
"Russia-Ukraine war: Kremlin trying to quell dissent from soldiers’ wives with money and online attacks, says UK – as it happened",russiaukraine war kremlin trying quell dissent soldiers wives money online attacks uk happened,live blog closed read ukraine war coverage hereassociated press provided little detail russian foreign minister sergei lavrovs earlier comments said moscow saw signs kyiv ready move towards political resolutionspeaking organization security cooperation europe conference north macedonia lavrov also said russia prepared review goals ukrainerussian authorities attempting quell dissent wives soldiers deployed ukraine uks ministry defence said mod said daily intelligence bri,https://www.theguardian.com/world/live/2023/dec/02/russia-ukraine-war-putin-zelenskiy-latest-news,"Sat, 02 Dec 2023 13:31:10 GMT",news,russiaukraine war kremlin trying quell dissent soldiers wives money online attacks uk happened live blog closed read ukraine war coverage hereassociated press provided little detail russian foreign minister sergei lavrovs earlier comments said moscow saw signs kyiv ready move towards political resolutionspeaking organization security cooperation europe conference north macedonia lavrov also said russia prepared review goals ukrainerussian authorities attempting quell dissent wives soldiers deployed ukraine uks ministry defence said mod said daily intelligence bri,"['russiaukraine', 'war', 'kremlin', 'trying', 'quell', 'dissent', 'soldiers', 'wives', 'money', 'online', 'attacks', 'uk', 'happened', 'live', 'blog', 'closed', 'read', 'ukraine', 'war', 'coverage', 'hereassociated', 'press', 'provided', 'little', 'detail', 'russian', 'foreign', 'minister', 'sergei', 'lavrovs', 'earlier', 'comments', 'said', 'moscow', 'saw', 'signs', 'kyiv', 'ready', 'move', 'towards', 'political', 'resolutionspeaking', 'organization', 'security', 'cooperation', 'europe', 'conference', 'north', 'macedonia', 'lavrov', 'also', 'said', 'russia', 'prepared', 'review', 'goals', 'ukrainerussian', 'authorities', 'attempting', 'quell', 'dissent', 'wives', 'soldiers', 'deployed', 'ukraine', 'uks', 'ministry', 'defence', 'said', 'mod', 'said', 'daily', 'intelligence', 'bri']","['russiaukraine', 'war', 'kremlin', 'trying', 'quell', 'dissent', 'soldiers', 'wives', 'money', 'online', 'attacks', 'uk', 'happened']"
‘Alone you are weak’: top German politician calls for closer links between UK and EU,alone weak top german politician calls closer links uk eu,martin schulz former leader germanys ruling spd brexit divide harming efforts solve international crises leading figure germanys ruling social democratic party spd called far closer links uk european union amid rising concerns brexit divide harming efforts solve international crises including mass migrationmartin schulz former spd leader candidate chancellor germany said vital regular meetings known eu jargon structured dialogue set bind uk closer eu germany hrefhttpswww,https://www.theguardian.com/world/2023/dec/02/alone-you-are-weak-top-german-politician-calls-for-closer-links-between-uk-and-eu,"Sat, 02 Dec 2023 13:11:55 GMT",news,alone weak top german politician calls closer links uk eu martin schulz former leader germanys ruling spd brexit divide harming efforts solve international crises leading figure germanys ruling social democratic party spd called far closer links uk european union amid rising concerns brexit divide harming efforts solve international crises including mass migrationmartin schulz former spd leader candidate chancellor germany said vital regular meetings known eu jargon structured dialogue set bind uk closer eu germany hrefhttpswww,"['alone', 'weak', 'top', 'german', 'politician', 'calls', 'closer', 'links', 'uk', 'eu', 'martin', 'schulz', 'former', 'leader', 'germanys', 'ruling', 'spd', 'brexit', 'divide', 'harming', 'efforts', 'solve', 'international', 'crises', 'leading', 'figure', 'germanys', 'ruling', 'social', 'democratic', 'party', 'spd', 'called', 'far', 'closer', 'links', 'uk', 'european', 'union', 'amid', 'rising', 'concerns', 'brexit', 'divide', 'harming', 'efforts', 'solve', 'international', 'crises', 'including', 'mass', 'migrationmartin', 'schulz', 'former', 'spd', 'leader', 'candidate', 'chancellor', 'germany', 'said', 'vital', 'regular', 'meetings', 'known', 'eu', 'jargon', 'structured', 'dialogue', 'set', 'bind', 'uk', 'closer', 'eu', 'germany', 'hrefhttpswww']","['alone', 'weak', 'top', 'german', 'politician', 'calls', 'closer', 'links', 'uk', 'eu']"
